date,s_af,r_cfs,i_cfs
1990-09-30,326,NA,NA
1990-10-01,326,NA,2
1990-10-02,326,NA,0
1990-10-03,326,NA,1
1990-10-04,446,NA,61
1990-10-05,326,NA,-58
1990-10-06,326,NA,1
1990-10-07,326,NA,1
1990-10-08,326,NA,0
1990-10-09,326,NA,1
1990-10-10,326,NA,1
1990-10-11,326,NA,0
1990-10-12,326,NA,1
1990-10-13,326,NA,1
1990-10-14,326,NA,0
1990-10-15,326,NA,1
1990-10-16,326,NA,0
1990-10-17,326,NA,1
1990-10-18,326,NA,0
1990-10-19,326,NA,0
1990-10-20,326,NA,1
1990-10-21,326,NA,0
1990-10-22,326,NA,1
1990-10-23,326,NA,0
1990-10-24,326,NA,0
1990-10-25,326,NA,1
1990-10-26,326,NA,0
1990-10-27,326,NA,0
1990-10-28,326,NA,0
1990-10-29,326,NA,1
1990-10-30,446,NA,61
1990-10-31,447,NA,2
1990-11-01,587,NA,72
1990-11-02,585,NA,-1
1990-11-03,587,NA,1
1990-11-04,588,NA,1
1990-11-05,588,NA,0
1990-11-06,588,NA,0
1990-11-07,588,NA,0
1990-11-08,588,NA,1
1990-11-09,588,NA,1
1990-11-10,588,NA,0
1990-11-11,588,NA,0
1990-11-12,588,NA,0
1990-11-13,588,NA,0
1990-11-14,588,NA,0
1990-11-15,496,NA,-45
1990-11-16,470,NA,-13
1990-11-17,494,NA,12
1990-11-18,479,NA,-8
1990-11-19,479,NA,1
1990-11-20,590,NA,57
1990-11-21,588,NA,-1
1990-11-22,583,NA,-3
1990-11-23,581,NA,-1
1990-11-24,814,NA,117
1990-11-25,799,NA,-8
1990-11-26,791,NA,0
1990-11-27,789,NA,-1
1990-11-28,789,NA,0
1990-11-29,787,NA,-1
1990-11-30,783,NA,0
1990-12-01,781,NA,-1
1990-12-02,781,NA,0
1990-12-03,776,NA,-3
1990-12-04,774,NA,-1
1990-12-05,770,NA,-2
1990-12-06,768,NA,-1
1990-12-07,768,NA,0
1990-12-08,766,NA,-1
1990-12-09,766,NA,0
1990-12-10,766,NA,0
1990-12-11,756,NA,-5
1990-12-12,754,NA,-1
1990-12-13,750,NA,-2
1990-12-14,746,NA,-2
1990-12-15,746,NA,0
1990-12-16,744,NA,-1
1990-12-17,740,NA,-2
1990-12-18,736,NA,-2
1990-12-19,732,NA,-2
1990-12-20,732,NA,0
1990-12-21,730,NA,-1
1990-12-22,728,NA,-1
1990-12-23,726,NA,-1
1990-12-24,724,NA,-1
1990-12-25,722,NA,-1
1990-12-26,718,NA,-2
1990-12-27,716,NA,-1
1990-12-28,710,NA,-3
1990-12-29,708,NA,-1
1990-12-30,700,NA,-4
1990-12-31,690,NA,11
1991-01-01,680,NA,-5
1991-01-02,596,NA,-42
1991-01-03,588,NA,-4
1991-01-04,563,NA,-13
1991-01-05,534,NA,-15
1991-01-06,539,NA,3
1991-01-07,536,NA,-2
1991-01-08,536,NA,0
1991-01-09,536,NA,0
1991-01-10,536,NA,0
1991-01-11,536,NA,0
1991-01-12,539,NA,2
1991-01-13,536,NA,-2
1991-01-14,632,NA,48
1991-01-15,570,NA,-31
1991-01-16,552,NA,-9
1991-01-17,523,NA,-15
1991-01-18,568,NA,23
1991-01-19,532,NA,-18
1991-01-20,532,NA,0
1991-01-21,541,NA,5
1991-01-22,541,NA,0
1991-01-23,541,NA,0
1991-01-24,467,NA,-37
1991-01-25,416,NA,-26
1991-01-26,416,NA,0
1991-01-27,396,NA,-10
