date,s_af,r_cfs,i_cfs
1963-06-28,0,NA,8199.39
1963-06-29,5400,NA,7481.33
1963-06-30,7400,NA,4911.17
1963-07-01,9400,NA,4844.79
1963-07-02,13400,NA,5064.44
1963-07-03,17400,NA,4846.56
1963-07-04,17400,NA,3523.71
1963-07-05,20400,NA,4086.86
1963-07-06,20400,NA,3161.72
1963-07-07,20400,NA,3036.68
1963-07-08,20400,NA,2980.13
1963-07-09,20400,NA,3015.76
1963-07-10,20400,NA,2675.75
1963-07-11,20400,NA,2129.08
1963-07-12,20400,NA,2324.36
1963-07-13,22400,NA,3053.05
1963-07-14,24400,NA,3298.07
1963-07-15,26400,NA,3368.15
1963-07-16,28400,NA,3116.07
1963-07-17,32400,NA,3804.18
1963-07-18,34400,NA,3094.81
1963-07-19,38400,NA,3322.7
1963-07-20,43400,NA,3362.52
1963-07-21,45400,NA,2362.76
1963-07-22,47400,NA,2279.07
1963-07-23,49400,NA,2244.7
1963-07-24,53400,NA,2756.94
1963-07-25,55400,NA,2262.85
1963-07-26,55400,NA,2161.1
1963-07-27,51400,NA,827.071
1963-07-28,51400,NA,1845.99
1963-07-29,49400,NA,1270.23
1963-07-30,49400,NA,1722.55
1963-07-31,49400,NA,1671.13
1963-08-01,49400,NA,1524.84
1963-08-02,49400,NA,1407.37
1963-08-03,49400,NA,1394.68
1963-08-04,51400,NA,1903.89
1963-08-05,51400,NA,1913.05
1963-08-06,62400,NA,4779.23
1963-08-07,68400,NA,3973.07
1963-08-08,76400,NA,5175.51
1963-08-09,81400,NA,4446.99
1963-08-10,87400,NA,4674.87
1963-08-11,93400,NA,5115.51
1963-08-12,102400,NA,5550.61
1963-08-13,109400,NA,5274.75
1963-08-14,117400,NA,5150.72
1963-08-15,124400,NA,4837.63
1963-08-16,128400,NA,3985.51
1963-08-17,132400,NA,3816.11
1963-08-18,137400,NA,3802.92
1963-08-19,145400,NA,4412.12
1963-08-20,152400,NA,3992.9
1963-08-21,156400,NA,3851.23
1963-08-22,161400,NA,3774.01
1963-08-23,165400,NA,3444.28
1963-08-24,172400,NA,4312.46
1963-08-25,176400,NA,4542.36
1963-08-26,181400,NA,5117.61
1963-08-27,192400,NA,5851.09
1963-08-28,201400,NA,5468.43
1963-08-29,212400,NA,7129.66
1963-08-30,223400,NA,6947.83
1963-08-31,246400,NA,10444.9
1963-09-01,278400,NA,12982.5
1963-09-02,299400,NA,11503.3
1963-09-03,320400,NA,11990.3
1963-09-04,339400,NA,10040.7
1963-09-05,348400,NA,6405.17
1963-09-06,360400,NA,7418.12
1963-09-07,374400,NA,8020.1
1963-09-08,386400,NA,6893.71
1963-09-09,393400,NA,5814.29
1963-09-10,400400,NA,6354.17
1963-09-11,412400,NA,7497.62
1963-09-12,420400,NA,6422.15
1963-09-13,429400,NA,6255.18
1963-09-14,434400,NA,4767.89
1963-09-15,444400,NA,5857.9
1963-09-16,449400,NA,4388.42
1963-09-17,456400,NA,4951.58
1963-09-18,461400,NA,4465.56
1963-09-19,469400,NA,5144.67
1963-09-20,476400,NA,4712.1
1963-09-21,486400,NA,5379.11
1963-09-22,491400,NA,4976.78
1963-09-23,498400,NA,6492.81
1963-09-24,508400,NA,5954.95
1963-09-25,513400,NA,4313.89
1963-09-26,518400,NA,4231.2
1963-09-27,523400,NA,4546.81
1963-09-28,528400,NA,4200.45
1963-09-29,533400,NA,4000.3
1963-09-30,536400,NA,3393.28
1963-10-01,541400,NA,3783.5
1963-10-02,544400,NA,3155.82
1963-10-03,546400,NA,2802.4
1963-10-04,549400,NA,3007.59
1963-10-05,551400,NA,2717.7
1963-10-06,554400,NA,2961.21
1963-10-07,556400,NA,2610.31
1963-10-08,561400,NA,3312.11
1963-10-09,561400,NA,1935.73
1963-10-10,561400,NA,1935.23
1963-10-11,564400,NA,2697.02
1963-10-12,564400,NA,1914.56
1963-10-13,566400,NA,2426.29
1963-10-14,566400,NA,1892.38
1963-10-15,566400,NA,1941.78
1963-10-16,569400,NA,2744.42
1963-10-17,569400,NA,1940.27
1963-10-18,571400,NA,2506.45
1963-10-19,574400,NA,2798.36
1963-10-20,577400,NA,3019.19
1963-10-21,584400,NA,4325.48
1963-10-22,589400,NA,4707.14
1963-10-23,597400,NA,5248.11
1963-10-24,605400,NA,5459.86
1963-10-25,613400,NA,5118.54
1963-10-26,618400,NA,4240.28
1963-10-27,620400,NA,3352.95
1963-10-28,626400,NA,4402.62
1963-10-29,631400,NA,4050.21
1963-10-30,639400,NA,4777.22
1963-10-31,644400,NA,4200.95
1963-11-01,649400,NA,4185.83
1963-11-02,654400,NA,4192.89
1963-11-03,660400,NA,4628.99
1963-11-04,665400,NA,4442.95
1963-11-05,670400,NA,4418.75
1963-11-06,675400,NA,4408.17
1963-11-07,678400,NA,3932.23
1963-11-08,683400,NA,4525.64
1963-11-09,691400,NA,5255.67
1963-11-10,697400,NA,4826.62
1963-11-11,705400,NA,5456.33
1963-11-12,710400,NA,4548.33
1963-11-13,715400,NA,4547.82
1963-11-14,721400,NA,4675.88
1963-11-15,729400,NA,5112.49
1963-11-16,734400,NA,4377.83
1963-11-17,745400,NA,6077.46
1963-11-18,756400,NA,6209.05
1963-11-19,761400,NA,4649.16
1963-11-20,766400,NA,4658.23
1963-11-21,772400,NA,4778.23
1963-11-22,780400,NA,5192.65
1963-11-23,785400,NA,4352.71
1963-11-24,794400,NA,5480.53
1963-11-25,799400,NA,4564.96
1963-11-26,805400,NA,4880.57
1963-11-27,810400,NA,4496.9
1963-11-28,818400,NA,5296.51
1963-11-29,824400,NA,4852.84
1963-11-30,829400,NA,4524.12
1963-12-01,835400,NA,4667.31
1963-12-02,840400,NA,4399.51
1963-12-03,846400,NA,4614.2
1963-12-04,851400,NA,4244.06
1963-12-05,857400,NA,4491.1
1963-12-06,860400,NA,3663.77
1963-12-07,865400,NA,4028.78
1963-12-08,871400,NA,4206.75
1963-12-09,876400,NA,3781.74
1963-12-10,882400,NA,3984.92
1963-12-11,885400,NA,3252.37
1963-12-12,887400,NA,3044.15
1963-12-13,890400,NA,3319.42
1963-12-14,893400,NA,3350.18
1963-12-15,896400,NA,3265.98
1963-12-16,899400,NA,3129.35
1963-12-17,899400,NA,2346.88
1963-12-18,901400,NA,2979.19
1963-12-19,904400,NA,3355.3
1963-12-20,910400,NA,4385.31
1963-12-21,913400,NA,3791.91
1963-12-22,918400,NA,4455.39
1963-12-23,924400,NA,4810.75
1963-12-24,927400,NA,4251.12
1963-12-25,932400,NA,4663.02
1963-12-26,938400,NA,4753.27
1963-12-27,946400,NA,5169.71
1963-12-28,953200,NA,4738.93
1963-12-29,958800,NA,4415.93
1963-12-30,964300,NA,4586.51
1963-12-31,969900,NA,4545.84
1964-01-01,975500,NA,4532.17
1964-01-02,981100,NA,4415.76
1964-01-03,986700,NA,4501.51
1964-01-04,992400,NA,4540.38
1964-01-05,998e3,NA,4453.21
1964-01-06,1003600,NA,4551.07
1964-01-07,1009300,NA,4413.48
1964-01-08,1014900,NA,4382.27
1964-01-09,1017800,NA,3626.97
1964-01-10,1023400,NA,4387.81
1964-01-11,1029100,NA,4286.01
1964-01-12,1031900,NA,3294.85
1964-01-13,1034800,NA,3300.42
1964-01-14,1037600,NA,3350.86
1964-01-15,1037600,NA,2707.54
1964-01-16,1040500,NA,3244.5
1964-01-17,1043300,NA,3142.18
1964-01-18,1046200,NA,3224.39
1964-01-19,1049e3,NA,3376.67
1964-01-20,1051900,NA,3555.67
1964-01-21,1057600,NA,4347.26
1964-01-22,1063300,NA,4567.13
1964-01-23,1069e3,NA,4633.22
1964-01-24,1074800,NA,4812.67
1964-01-25,1080500,NA,4929.18
1964-01-26,1086200,NA,4714.96
1964-01-27,1094900,NA,5283.23
1964-01-28,1100700,NA,4363.68
1964-01-29,1106400,NA,4486.59
1964-01-30,1109300,NA,4679.25
1964-01-31,1112200,NA,5218.8
1964-02-01,1112200,NA,4393.32
1964-02-02,1112200,NA,4397.85
1964-02-03,1112200,NA,4373.49
1964-02-04,1112200,NA,4348.45
1964-02-05,1109300,NA,3641.08
1964-02-06,1109300,NA,4384.22
1964-02-07,1109300,NA,4365.56
1964-02-08,1109300,NA,4269.43
1964-02-09,1109300,NA,4320.52
1964-02-10,1106400,NA,3574.33
1964-02-11,1106400,NA,4301.84
1964-02-12,1106400,NA,4306.38
1964-02-13,1106400,NA,4399.65
1964-02-14,1106400,NA,4375.95
1964-02-15,1106400,NA,4531.24
1964-02-16,1106400,NA,4445.02
1964-02-17,1109300,NA,5241.63
1964-02-18,1109300,NA,4454.13
1964-02-19,1109300,NA,4654.62
1964-02-20,1109300,NA,4641.01
1964-02-21,1109300,NA,4666.72
1964-02-22,1109300,NA,4628.91
1964-02-23,1109300,NA,4554.79
1964-02-24,1112200,NA,5237.12
1964-02-25,1112200,NA,4414.83
1964-02-26,1115100,NA,5204.72
1964-02-27,1115100,NA,4491.92
1964-02-28,1118e3,NA,5222.82
1964-02-29,1118e3,NA,4400.36
1964-03-01,1118e3,NA,4222.36
1964-03-02,1118e3,NA,4187.74
1964-03-03,1118e3,NA,4270.93
1964-03-04,1118e3,NA,4287.06
1964-03-05,1118e3,NA,4348.06
1964-03-06,1118e3,NA,4403.36
1964-03-07,1118e3,NA,4355.96
1964-03-08,1118e3,NA,4414.61
1964-03-09,1118e3,NA,4380.33
1964-03-10,1120900,NA,5044.2
1964-03-11,1120900,NA,4289.96
1964-03-12,1120900,NA,4289.96
1964-03-13,1120800,NA,4200.56
1964-03-14,1120800,NA,4232.83
1964-03-15,1120800,NA,4166.28
1964-03-16,1120800,NA,4292.82
1964-03-17,1120800,NA,4323.07
1964-03-18,1120800,NA,4260.56
1964-03-19,1120800,NA,4362.9
1964-03-20,1120800,NA,4445.08
1964-03-21,1120800,NA,4507.09
1964-03-22,1120800,NA,4485.41
1964-03-23,1120800,NA,4487.43
1964-03-24,1120800,NA,4470.29
1964-03-25,1120800,NA,4514.66
1964-03-26,1120800,NA,5867.76
1964-03-27,1112100,NA,6873.7
1964-03-28,1083300,NA,4654.5
1964-03-29,1060300,NA,6200.59
1964-03-30,1031800,NA,4737.73
1964-03-31,1003500,NA,4527.17
1964-04-01,978200,NA,4175.77
1964-04-02,955800,NA,5181.33
1964-04-03,936300,NA,5731.8
1964-04-04,917e3,NA,4199.69
1964-04-05,897700,NA,4541.82
1964-04-06,897700,NA,9623.82
1964-04-07,892200,NA,8110.67
1964-04-08,881200,NA,6647.78
1964-04-09,873100,NA,7461.78
1964-04-10,870300,NA,8634.4
1964-04-11,851300,NA,4256.19
1964-04-12,843200,NA,6877.96
1964-04-13,832400,NA,6057.38
1964-04-14,821600,NA,5988.01
1964-04-15,810800,NA,6028.54
1964-04-16,794800,NA,4780.61
1964-04-17,781400,NA,5036.99
1964-04-18,770800,NA,5427.53
1964-04-19,762900,NA,6574.78
1964-04-20,754900,NA,7202.42
1964-04-21,747e3,NA,7657.96
1964-04-22,741800,NA,8141.81
1964-04-23,736500,NA,7880
1964-04-24,731300,NA,7780.02
1964-04-25,723400,NA,7273.61
1964-04-26,718200,NA,8262.64
1964-04-27,715600,NA,10585.3
1964-04-28,705100,NA,12365.1
1964-04-29,684400,NA,9007.59
1964-04-30,663700,NA,8229.54
1964-05-01,643200,NA,6929.01
1964-05-02,625400,NA,5515.27
1964-05-03,620300,NA,9023.75
1964-05-04,610200,NA,9000.58
1964-05-05,602600,NA,10534.1
1964-05-06,597600,NA,10256.5
1964-05-07,592500,NA,9503.8
1964-05-08,585e3,NA,8603.59
1964-05-09,577500,NA,8825.17
1964-05-10,572500,NA,9664.94
1964-05-11,57e4,NA,7655.61
1964-05-12,582500,NA,7470.18
1964-05-13,595e3,NA,7250.12
1964-05-14,605100,NA,6786.79
1964-05-15,617800,NA,7956.97
1964-05-16,633e3,NA,9323.27
1964-05-17,645800,NA,9937.77
1964-05-18,671400,NA,14809.4
1964-05-19,707700,NA,20165.8
1964-05-20,754900,NA,25290.1
1964-05-21,816100,NA,30987.6
1964-05-22,889400,NA,36591.1
1964-05-23,969700,NA,40855.2
1964-05-24,1065900,NA,47061.9
1964-05-25,1158600,NA,47939.3
1964-05-26,1253400,NA,49600.6
1964-05-27,1350300,NA,49960.9
1964-05-28,1449500,NA,50765.5
1964-05-29,1551200,NA,52184.9
1964-05-30,1648600,NA,51183.2
1964-05-31,1738100,NA,46682.9
1964-06-01,1808900,NA,41117.4
1964-06-02,1873900,NA,36698.1
1964-06-03,1929200,NA,32354.6
1964-06-04,1981700,NA,30268.2
1964-06-05,2027700,NA,26952.3
1964-06-06,2070600,NA,25174.2
1964-06-07,2113900,NA,25173.3
1964-06-08,2157600,NA,25716
1964-06-09,2205400,NA,27097.7
1964-06-10,2261200,NA,31172.4
1964-06-11,2328200,NA,37076.5
1964-06-12,2388400,NA,33728.5
1964-06-13,2443500,NA,30824.1
1964-06-14,2501600,NA,33210.6
1964-06-15,2558200,NA,33238
1964-06-16,2610300,NA,30677.7
1964-06-17,2658100,NA,28408.9
1964-06-18,2706600,NA,28293.2
1964-06-19,2755600,NA,28613.6
1964-06-20,2804100,NA,27971.1
1964-06-21,2855200,NA,28518.9
1964-06-22,2901300,NA,26362
1964-06-23,2939200,NA,23166.8
1964-06-24,2978200,NA,23048.3
1964-06-25,3014900,NA,22113.9
1964-06-26,3048e3,NA,20107.9
1964-06-27,3078600,NA,18724.8
1964-06-28,3109900,NA,18989.9
1964-06-29,3142100,NA,19419
1964-06-30,3174100,NA,19413.5
1964-07-01,3206600,NA,20509.4
1964-07-02,3240300,NA,20857.2
1964-07-03,3272300,NA,20470.1
1964-07-04,3300400,NA,19208.6
1964-07-05,3330400,NA,19247.5
1964-07-06,3358400,NA,18442.7
1964-07-07,3383700,NA,17281.3
1964-07-08,3407700,NA,16168.8
1964-07-09,3428600,NA,14675.5
1964-07-10,3447400,NA,13450
1964-07-11,3466100,NA,12828.2
1964-07-12,3484e3,NA,12307.6
1964-07-13,3501500,NA,12048.1
1964-07-14,3516700,NA,11805
1964-07-15,3533800,NA,12335.2
1964-07-16,3550900,NA,11293.9
1964-07-17,3565800,NA,10581
1964-07-18,3580200,NA,10078
1964-07-19,3592300,NA,9389.1
1964-07-20,3605900,NA,10316.1
1964-07-21,3619900,NA,10558.8
1964-07-22,3633500,NA,10030.8
1964-07-23,3642900,NA,8294.03
1964-07-24,3654200,NA,8288.26
1964-07-25,3664500,NA,7827.15
1964-07-26,3673e3,NA,7574.48
1964-07-27,3681500,NA,7747.49
1964-07-28,3695700,NA,9418.76
1964-07-29,3708500,NA,9522.49
1964-07-30,3719400,NA,8519.36
1964-07-31,3730300,NA,8345.33
1964-08-01,3744100,NA,8588.43
1964-08-02,3762200,NA,10776.4
1964-08-03,3791900,NA,15876.1
1964-08-04,3821700,NA,16804.8
1964-08-05,3846700,NA,15940.3
1964-08-06,3866500,NA,12003.1
1964-08-07,3884e3,NA,11679.1
1964-08-08,3899e3,NA,10083.9
1964-08-09,3911700,NA,9283.09
1964-08-10,3923400,NA,8317.29
1964-08-11,3932200,NA,7317.09
1964-08-12,3942400,NA,7370.71
1964-08-13,3952700,NA,7343.65
1964-08-14,3969400,NA,12607.7
1964-08-15,4003800,NA,17157.1
1964-08-16,4022500,NA,12792.2
1964-08-17,4022500,NA,7570.6
1964-08-18,4030900,NA,10652.4
1964-08-19,4031400,NA,7992.2
1964-08-20,4031900,NA,7884.09
